,event,gender,year,meantime,meantime_demeanor,meantime_demeaned,event_name
2603,5150,F,2009,173.06666666666666,10114.728571428572,4.487857142857138,Mississippi Blues
2604,5150,F,2010,161.51666666666668,10114.728571428572,-7.062142857142862,Mississippi Blues
2605,5150,F,2011,164.44333333333333,10114.728571428572,-4.135476190476189,Mississippi Blues
2606,5150,F,2012,163.93333333333334,10114.728571428572,-4.645476190476196,Mississippi Blues
2607,5150,F,2013,165.68333333333334,10114.728571428572,-2.8954761904761956,Mississippi Blues
2608,5150,F,2015,177.65,10114.728571428572,9.071190476190472,Mississippi Blues
2609,5150,M,2000,174.62222222222223,10162.815826330532,5.241958450046695,Mississippi Blues
2610,5150,M,2001,176.23333333333332,10162.815826330532,6.853069561157796,Mississippi Blues
2611,5150,M,2002,157.98333333333332,10162.815826330532,-11.396930438842203,Mississippi Blues
2612,5150,M,2003,162.71666666666667,10162.815826330532,-6.66359710550887,Mississippi Blues
2613,5150,M,2004,178.6,10162.815826330532,9.219736227824463,Mississippi Blues
2614,5150,M,2006,167.775,10162.815826330532,-1.605263772175537,Mississippi Blues
2615,5150,M,2008,167.82333333333332,10162.815826330532,-1.5569304388422096,Mississippi Blues
2616,5150,M,2009,168.18809523809523,10162.815826330532,-1.1921685340803074,Mississippi Blues
2617,5150,M,2010,167.31666666666666,10162.815826330532,-2.06359710550887,Mississippi Blues
2618,5150,M,2011,170.94583333333333,10162.815826330532,1.5655695611577964,Mississippi Blues
2619,5150,M,2012,172.86666666666667,10162.815826330532,3.4864028944911296,Mississippi Blues
2620,5150,M,2013,173.92666666666668,10162.815826330532,4.546402894491136,Mississippi Blues
2621,5150,M,2014,172.96666666666667,10162.815826330532,3.5864028944911297,Mississippi Blues
2622,5150,M,2015,168.775,10162.815826330532,-0.605263772175537,Mississippi Blues
2623,5150,M,2016,166.05833333333334,10162.815826330532,-3.3219304388422035,Mississippi Blues
2624,5150,M,2018,170.21666666666667,10162.815826330532,0.8364028944911297,Mississippi Blues
2625,5150,M,2019,162.45,10162.815826330532,-6.930263772175537,Mississippi Blues
2626,5168,F,2002,178.9,10344.211111111108,6.496481481481533,Lincoln
2627,5168,F,2004,174.91666666666666,10344.211111111108,2.513148148148199,Lincoln
2628,5168,F,2005,171.39166666666668,10344.211111111108,-1.0118518518518007,Lincoln
2629,5168,F,2006,175.14444444444445,10344.211111111108,2.740925925925967,Lincoln
2630,5168,F,2007,174.35,10344.211111111108,1.9464814814815328,Lincoln
2631,5168,F,2008,179.45,10344.211111111108,7.046481481481533,Lincoln
2632,5168,F,2010,165.46666666666667,10344.211111111108,-6.9368518518518005,Lincoln
2633,5168,F,2011,171.8388888888889,10344.211111111108,-0.5646296296295683,Lincoln
2634,5168,F,2012,170.51666666666668,10344.211111111108,-1.8868518518518007,Lincoln
2635,5168,F,2013,172.0888888888889,10344.211111111108,-0.3146296296295683,Lincoln
2636,5168,F,2014,173.27222222222224,10344.211111111108,0.868703703703765,Lincoln
2637,5168,F,2015,169.31666666666666,10344.211111111108,-3.0868518518518004,Lincoln
2638,5168,F,2016,168.71666666666667,10344.211111111108,-3.6868518518518005,Lincoln
2639,5168,F,2018,168.36666666666667,10344.211111111108,-4.036851851851801,Lincoln
2640,5168,F,2019,172.31666666666666,10344.211111111108,-0.08685185185180065,Lincoln
2641,5168,M,1999,168.39675925925926,10132.754563459534,-0.482483465066313,Lincoln
2642,5168,M,2000,166.625,10132.754563459534,-2.2542427243255587,Lincoln
2643,5168,M,2001,165.51929824561404,10132.754563459534,-3.359944478711532,Lincoln
2644,5168,M,2002,164.79166666666666,10132.754563459534,-4.087576057658892,Lincoln
2645,5168,M,2003,168.32999999999998,10132.754563459534,-0.549242724325571,Lincoln
2646,5168,M,2004,164.01904761904763,10132.754563459534,-4.860195105277944,Lincoln
2647,5168,M,2005,167.1123188405797,10132.754563459534,-1.7669238837458578,Lincoln
2648,5168,M,2006,167.2550724637681,10132.754563459534,-1.6241702605574573,Lincoln
